,basin_id,discharge_coverage,unique_discharge_count
691,04094000,1.0,1057
692,04094500,0.0,1
693,04095300,1.0,959
694,04095380,0.6214822360881191,1616
695,04096015,0.6396281675792691,2051
696,04096100,0.0,1
697,04096400,0.0,1
698,04096405,1.0,1138
699,04096515,1.0,1472
700,04096600,0.0,1
701,04096900,0.0,1
702,04097500,1.0,972
703,04097540,1.0,1015
704,04099000,1.0,858
705,04099510,1.0,1148
706,04099750,1.0,939
707,04099808,0.0,1
708,04099850,0.0,1
709,04100222,1.0,1302
710,04100252,0.0,1
711,04100295,0.0,1
712,04100500,1.0,1055
713,04101000,1.0,807
714,04101370,0.7034891124411053,880
715,04101500,1.0,810
716,04101800,1.0,653
717,04102500,1.0,822
718,04102700,1.0,1132
719,04102776,0.6570100598497389,4310
720,04103010,0.8430536100853178,170
721,04103500,1.0,725
722,04104945,0.6570100598497389,971
723,04105000,1.0,1090
724,04105500,1.0,899
725,04105700,1.0,755
726,04106000,0.8895326626766841,807
727,04106180,0.9360753852031072,1
728,04106300,0.0,1
729,04106320,1.0,3511
730,04106400,1.0,894
731,04106500,1.0,3250
732,04108500,0.0,1
733,04108600,1.0,1070
734,04108670,0.6686616579651089,73
735,04108800,1.0,1670
736,04108801,0.0,1
737,04109000,1.0,1052
738,04111000,1.0,1033
739,04111379,1.0,1591
740,04111500,1.0,244
741,04112000,1.0,1200
742,04112500,1.0,1375
743,04113000,1.0,1132
744,04114000,1.0,1143
745,04114498,1.0,1264
746,04114500,0.0,1
747,04115000,1.0,1442
748,04115265,0.8198140837896345,768
749,04116000,1.0,1199
750,04116500,0.0,1
751,04117000,0.6570100598497389,750
752,04117500,1.0,998
753,04118000,0.0,1
754,04118500,1.0,754
755,04119000,1.0,934
756,04121300,1.0,680
757,04121500,1.0,929
758,04121900,0.0,1
759,04121944,0.6337705335540558,787
760,04121970,0.6337705335540558,602
761,04122000,0.0,1
762,04122100,1.0,1182
763,04122200,1.0,799
764,04122500,1.0,755
765,04123500,0.0523366866165796,103
766,04124000,1.0,723
767,04124200,0.6065834712848593,303
768,04124500,0.7267923086718452,984
769,04125460,1.0,486
770,04125500,0.0,1
771,04125550,0.6104673373233159,262
772,04126000,0.0,1
773,04126740,0.7620017827581815,202
774,04126970,0.5885648796638228,438
775,04127000,0.0,1
776,04127800,1.0,233
777,04127918,1.0,315
778,04127997,1.0,374
779,04128000,0.0,1
780,04128990,1.0,669
781,04129000,0.0,1
782,04129500,0.0,1
783,04130000,0.0,1
784,04130500,0.0,1
785,04133500,0.0,1
786,04133501,1.0,907
787,04134000,0.0,1
788,04135500,0.0,1
789,04135600,0.0,1
790,04135700,1.0,556
791,04136000,0.6337705335540558,645
792,04136500,1.0,545
793,04136900,0.6104673373233159,430
794,04137005,0.6104673373233159,412
795,04137500,0.8236979498280912,439
796,04138500,0.0,1
797,04140500,0.0,1
798,04142000,1.0,784
799,04143500,0.0,1
800,04143900,0.0,1
801,04144000,0.0,1
802,04145000,1.0,4268
803,04146000,1.0,1384
804,04146063,0.9961798038966,1190
